C,H,N,O,S,VM,Ash,FC,Cel,Hem,Lig,Plantcapacity(kg/hr,MSP,Location_China,Location_UK,Location_US
45.452274322509766,4.609874725341797,1.7008076906204224,33.046451568603516,0.5124194025993347,62.1279411315918,18.014347076416016,11.787114143371582,16.228107452392578,14.144508361816406,30.894756317138672,25897.09765625,0.5231301784515381,0.0,1.0,0.0
29.74298858642578,7.98264741897583,-0.10697638243436813,45.990760803222656,0.005635540466755629,81.45938873291016,3.8486337661743164,11.376747131347656,42.558502197265625,-18.946561813354492,28.8133544921875,44524.859375,1.1303662061691284,1.0,0.0,0.0
55.742488861083984,3.3831045627593994,2.4000229835510254,45.815406799316406,0.8199790716171265,88.97731018066406,2.4302072525024414,25.79225730895996,42.43256759643555,52.125648498535156,-18.925926208496094,44832.5,1.4108271598815918,0.0,0.0,1.0
59.7391471862793,4.997416973114014,4.5294036865234375,50.1639518737793,0.5624140501022339,91.59503936767578,-15.04122257232666,25.12240982055664,45.17845916748047,53.726165771484375,16.658199310302734,46390.20703125,1.1149483919143677,0.0,0.0,1.0
46.62569808959961,4.1203227043151855,1.896271824836731,27.064638137817383,1.013580560684204,52.414833068847656,5.011386394500732,16.378725051879883,38.9658088684082,2.681288480758667,21.172561645507812,14089.78125,0.8329014182090759,0.0,1.0,0.0
48.64727020263672,5.364767551422119,4.12857723236084,45.19950866699219,0.4304518401622772,88.78882598876953,15.741508483886719,19.305225372314453,19.536012649536133,34.73460388183594,-7.991251468658447,45329.66796875,0.35204410552978516,0.0,0.0,1.0
58.01232147216797,9.313764572143555,6.047951698303223,50.137882232666016,0.45397064089775085,88.80199432373047,-12.75154972076416,24.07616424560547,45.17374801635742,12.552712440490723,15.399635314941406,41215.72265625,1.441728949546814,0.0,1.0,0.0
58.840206146240234,8.486085891723633,5.637293815612793,51.885826110839844,0.28038862347602844,90.7419204711914,-19.87224769592285,25.223281860351562,46.39968490600586,32.14455032348633,25.35334587097168,46048.91015625,1.4399197101593018,0.0,0.0,1.0
59.51626968383789,8.676429748535156,6.1913347244262695,52.072593688964844,0.30926936864852905,93.84085845947266,-8.402153968811035,26.145109176635742,47.9854621887207,53.51125717163086,10.420038223266602,49772.9765625,1.1574645042419434,0.0,0.0,1.0
30.59664535522461,5.815886974334717,1.1812289953231812,46.536495208740234,0.9011561870574951,85.98040008544922,-3.9629642963409424,20.879581451416016,33.86503982543945,-24.257251739501953,52.452579498291016,35050.125,1.3063619136810303,1.0,0.0,0.0
60.308937072753906,10.156879425048828,4.861886978149414,52.62874984741211,-0.6505569815635681,93.65676879882812,-27.978824615478516,26.357912063598633,49.072509765625,37.74506378173828,50.4764404296875,49778.46875,1.5570741891860962,0.0,1.0,0.0
52.6139030456543,4.743009567260742,5.149515151977539,46.663211822509766,0.7762323021888733,83.5716323852539,-5.88871431350708,24.39936065673828,34.856136322021484,50.73898696899414,18.305938720703125,39140.00390625,0.9876574277877808,0.0,0.0,1.0
53.757625579833984,1.8510760068893433,0.7916637659072876,28.92139434814453,0.9411998391151428,85.7168197631836,21.091127395629883,17.212574005126953,30.24578857421875,14.741678237915039,-1.417298674583435,45709.84375,1.2019426822662354,0.0,1.0,0.0
47.444313049316406,8.617740631103516,4.020343780517578,48.16244125366211,-0.33085641264915466,86.34281921386719,16.282325744628906,18.97626495361328,21.718536376953125,24.860849380493164,12.17716121673584,47114.1640625,0.786072313785553,1.0,0.0,0.0
49.17178726196289,9.192631721496582,5.144232749938965,35.989097595214844,0.5554819107055664,90.83191680908203,-29.66974449157715,25.29374122619629,47.87458419799805,-27.76750373840332,39.878013610839844,49403.453125,1.575839638710022,0.0,1.0,0.0
49.4178581237793,7.001875877380371,0.7374548316001892,32.54785919189453,0.5915445685386658,62.54618835449219,6.066775321960449,22.71540641784668,39.34616470336914,-1.145899772644043,11.708885192871094,37250.03125,1.2706953287124634,0.0,1.0,0.0
